Country,Admin1,Facility_n,Facility_t,Ownership,Lat,Long,LL_source
Ethiopia,Addis Ababa,Addis Ketema Clinic 1,Clinic,MoH,9.029700000000000,38.718600000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 10,Clinic,MoH,9.029199999999990,38.738599999999900,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 11,Clinic,MoH,9.028700000000000,38.736199999999900,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 12,Clinic,MoH,9.028200000000000,38.734699999999900,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 13,Clinic,MoH,9.029400000000000,38.734000000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 14,Clinic,MoH,9.025499999999990,38.726399999999900,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 15,Clinic,MoH,9.023000000000000,38.735100000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 16,Clinic,MoH,9.023400000000000,38.735100000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 17,Clinic,MoH,9.023600000000000,38.736600000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 18,Clinic,MoH,9.023400000000000,38.738300000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 19,Clinic,MoH,9.026000000000000,38.736800000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 2,Clinic,MoH,9.039199999999990,38.732799999999900,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 20,Clinic,MoH,9.026500000000000,38.735300000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 21,Clinic,MoH,9.018599999999990,38.729100000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 22,Clinic,MoH,9.019299999999990,38.736800000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 23,Clinic,MoH,9.030300000000000,38.743000000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 24,Clinic,MoH,9.031599999999990,38.742300000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 25,Clinic,MoH,9.032400000000000,38.740800000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 26,Clinic,MoH,9.035399999999990,38.740000000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 27,Clinic,MoH,9.043100000000000,38.736600000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 3,Clinic,MoH,9.038300000000000,38.735799999999900,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 4,Clinic,MoH,9.031700000000000,38.726199999999900,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 5,Clinic,MoH,9.031700000000000,38.729199999999900,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 6,Clinic,MoH,9.028900000000000,38.728600000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 7,Clinic,MoH,9.029299999999990,38.730499999999900,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 8,Clinic,MoH,9.035299999999990,38.731000000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Clinic 9,Clinic,MoH,9.032299999999990,38.735100000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Health Centre 1,Health Centre,MoH,9.032299999999990,38.725800000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Health Centre 2,Health Centre,MoH,9.029700000000000,38.726700000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Health Centre 3,Health Centre,MoH,9.023600000000000,38.740400000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Health Post 1,Health Post,MoH,9.032500000000000,38.739699999999900,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Health Post 2,Health Post,MoH,9.028000000000000,38.733400000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Hospital 1,Hospital,Govt.,9.025600000000000,38.725800000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Hospital 2,Hospital,Govt.,9.032800000000000,38.722799999999900,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Hospital 3,Hospital,Govt.,9.035800000000000,38.725700000000000,Digitized from online map
Ethiopia,Addis Ababa,Addis Ketema Hospital 4,Hospital,Govt.,9.029500000000000,38.735500000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 1,Clinic,MoH,8.950300000000000,38.768000000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 10,Clinic,MoH,8.907400000000000,38.774700000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 11,Clinic,MoH,8.879400000000000,38.762000000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 12,Clinic,MoH,8.882600000000000,38.785800000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 13,Clinic,MoH,8.872400000000000,38.777000000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 14,Clinic,MoH,8.872800000000000,38.780900000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 15,Clinic,MoH,8.865600000000000,38.783600000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 16,Clinic,MoH,8.870799999999990,38.790399999999900,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 17,Clinic,MoH,8.867599999999990,38.791200000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 18,Clinic,MoH,8.863600000000000,38.787900000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 19,Clinic,MoH,8.863099999999990,38.789000000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 2,Clinic,MoH,8.952999999999990,38.767000000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 20,Clinic,MoH,8.861100000000000,38.793399999999900,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 21,Clinic,MoH,8.861900000000000,38.792299999999900,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 22,Clinic,MoH,8.859299999999990,38.803500000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 23,Clinic,MoH,8.895799999999990,38.809500000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 3,Clinic,MoH,8.948300000000000,38.771700000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 4,Clinic,MoH,8.944100000000000,38.772399999999900,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 5,Clinic,MoH,8.930999999999990,38.776699999999900,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 6,Clinic,MoH,8.893200000000000,38.752800000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 7,Clinic,MoH,8.903499999999990,38.769100000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 8,Clinic,MoH,8.902500000000000,38.768000000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Clinic 9,Clinic,MoH,8.903900000000000,38.773699999999900,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Health Centre 1,Health Centre,MoH,8.897200000000000,38.770299999999900,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Health Centre 2,Health Centre,MoH,8.873799999999990,38.792299999999900,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Health Post 1,Health Post,MoH,8.879000000000000,38.762900000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Health Post 2,Health Post,MoH,8.865100000000000,38.783900000000000,Digitized from online map
Ethiopia,Addis Ababa,Akaki Kaliti Hospital,Hospital,Govt.,8.951200000000000,38.767600000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 1,Clinic,MoH,9.033500000000000,38.742600000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 10,Clinic,MoH,9.033700000000000,38.758400000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 11,Clinic,MoH,9.034000000000000,38.758299999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 12,Clinic,MoH,9.034800000000000,38.757800000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 13,Clinic,MoH,9.029999999999990,38.750300000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 14,Clinic,MoH,9.031200000000000,38.750500000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 15,Clinic,MoH,9.030300000000000,38.751399999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 16,Clinic,MoH,9.029800000000000,38.752899999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 17,Clinic,MoH,9.028700000000000,38.751800000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 18,Clinic,MoH,9.028800000000000,38.753100000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 19,Clinic,MoH,9.026700000000000,38.752699999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 2,Clinic,MoH,9.032999999999990,38.745300000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 20,Clinic,MoH,9.025800000000000,38.753200000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 21,Clinic,MoH,9.024900000000000,38.754100000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 22,Clinic,MoH,9.026999999999990,38.753700000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 23,Clinic,MoH,9.026199999999990,38.754800000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 24,Clinic,MoH,9.026800000000000,38.754100000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 25,Clinic,MoH,9.027600000000000,38.755400000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 26,Clinic,MoH,9.028100000000000,38.755499999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 27,Clinic,MoH,9.026500000000000,38.756300000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 28,Clinic,MoH,9.028200000000000,38.756300000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 29,Clinic,MoH,9.030200000000000,38.756599999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 3,Clinic,MoH,9.043600000000000,38.745300000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 30,Clinic,MoH,9.030600000000000,38.757899999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 31,Clinic,MoH,9.028700000000000,38.758099999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 32,Clinic,MoH,9.029100000000000,38.758800000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 33,Clinic,MoH,9.027300000000000,38.758200000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 34,Clinic,MoH,9.025499999999990,38.759500000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 35,Clinic,MoH,9.024600000000000,38.760800000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 36,Clinic,MoH,9.024800000000000,38.762999999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 37,Clinic,MoH,9.024300000000000,38.764099999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 38,Clinic,MoH,9.020700000000000,38.760100000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 39,Clinic,MoH,9.038600000000000,38.767699999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 4,Clinic,MoH,9.038300000000000,38.747599999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 40,Clinic,MoH,9.039400000000000,38.766300000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 41,Clinic,MoH,9.036899999999990,38.771000000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 42,Clinic,MoH,9.033400000000000,38.777400000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 43,Clinic,MoH,9.031499999999990,38.777700000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 44,Clinic,MoH,9.030700000000000,38.770400000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 45,Clinic,MoH,9.027400000000000,38.769300000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 46,Clinic,MoH,9.023099999999990,38.770000000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 47,Clinic,MoH,9.047700000000000,38.750999999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 48,Clinic,MoH,9.045199999999990,38.743099999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 49,Clinic,MoH,9.039800000000000,38.766500000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 5,Clinic,MoH,9.038300000000000,38.750599999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 6,Clinic,MoH,9.038300000000000,38.754700000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 7,Clinic,MoH,9.035200000000000,38.750799999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 8,Clinic,MoH,9.033799999999990,38.750599999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Clinic 9,Clinic,MoH,9.032700000000000,38.758899999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Health Centre 1,Health Centre,MoH,9.038000000000000,38.742199999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Health Centre 2,Health Centre,MoH,9.032400000000000,38.755800000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Health Centre 3,Health Centre,MoH,9.027699999999990,38.779000000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Health Centre 4,Health Centre,MoH,9.048500000000000,38.744399999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Health Post,Health Post,MoH,9.032500000000000,38.746899999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Hospital 1,Hospital,Govt.,9.040900000000000,38.747000000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Hospital 2,Hospital,Govt.,9.037100000000000,38.746600000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Hospital 3,Hospital,Govt.,9.039199999999990,38.762200000000000,Digitized from online map
Ethiopia,Addis Ababa,Arada Hospital 4,Hospital,Govt.,9.034599999999990,38.763199999999900,Digitized from online map
Ethiopia,Addis Ababa,Arada Hospital 5,Hospital,Govt.,9.032999999999990,38.769799999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 1,Clinic,MoH,8.996400000000000,38.783799999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 10,Clinic,MoH,8.978800000000000,38.777900000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 11,Clinic,MoH,8.980499999999990,38.777600000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 12,Clinic,MoH,8.978700000000000,38.776200000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 13,Clinic,MoH,8.985600000000000,38.785100000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 14,Clinic,MoH,8.947900000000000,38.783700000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 15,Clinic,MoH,9.010500000000000,38.789400000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 16,Clinic,MoH,9.008200000000000,38.789800000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 17,Clinic,MoH,9.013400000000000,38.800699999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 18,Clinic,MoH,9.010800000000000,38.796199999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 19,Clinic,MoH,9.008599999999990,38.800199999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 2,Clinic,MoH,8.996600000000000,38.782600000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 20,Clinic,MoH,9.006100000000000,38.798900000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 21,Clinic,MoH,9.005900000000000,38.804099999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 22,Clinic,MoH,9.004099999999990,38.790799999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 23,Clinic,MoH,8.997900000000000,38.790599999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 24,Clinic,MoH,8.995300000000000,38.787999999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 25,Clinic,MoH,8.985099999999990,38.794600000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 26,Clinic,MoH,8.987800000000000,38.793999999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 27,Clinic,MoH,8.990399999999990,38.796700000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 28,Clinic,MoH,8.998600000000000,38.803100000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 29,Clinic,MoH,8.995300000000000,38.810099999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 3,Clinic,MoH,8.997900000000000,38.782899999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 30,Clinic,MoH,8.990700000000000,38.810499999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 31,Clinic,MoH,8.991199999999990,38.810099999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 32,Clinic,MoH,8.998600000000000,38.814200000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 33,Clinic,MoH,8.986000000000000,38.833900000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 34,Clinic,MoH,8.982799999999990,38.837299999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 35,Clinic,MoH,9.002800000000000,38.811799999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 36,Clinic,MoH,9.007199999999990,38.826599999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 37,Clinic,MoH,9.012400000000000,38.823599999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 38,Clinic,MoH,9.015300000000000,38.823099999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 39,Clinic,MoH,9.015700000000000,38.822099999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 4,Clinic,MoH,8.998699999999990,38.782800000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 40,Clinic,MoH,9.014699999999990,38.835900000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 41,Clinic,MoH,9.015300000000000,38.843699999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 42,Clinic,MoH,9.015400000000000,38.861300000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 43,Clinic,MoH,9.015900000000000,38.861899999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 44,Clinic,MoH,9.007600000000000,38.778199999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 5,Clinic,MoH,9.001899999999990,38.784500000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 6,Clinic,MoH,9.000999999999990,38.783299999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 7,Clinic,MoH,9.004899999999990,38.783700000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 8,Clinic,MoH,9.006700000000000,38.785400000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Clinic 9,Clinic,MoH,8.977499999999990,38.776800000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Health Centre 1,Health Centre,MoH,9.008800000000000,38.828099999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Health Centre 2,Health Centre,MoH,9.003100000000000,38.797199999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Health Centre 3,Health Centre,MoH,9.000700000000000,38.791600000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Health Centre 4,Health Centre,MoH,8.992000000000000,38.811399999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Health Centre 5,Health Centre,MoH,8.987800000000000,38.783700000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Health Centre 6,Health Centre,MoH,8.983000000000000,38.783299999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Hospital 1,Hospital,Govt.,9.000600000000000,38.779899999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Hospital 2,Hospital,Govt.,9.008900000000000,38.785800000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Hospital 3,Hospital,Govt.,9.011400000000000,38.789999999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Hospital 4,Hospital,Govt.,9.005900000000000,38.790799999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Hospital 5,Hospital,Govt.,9.015400000000000,38.812199999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Hospital 6,Hospital,Govt.,8.985700000000000,38.795999999999900,Digitized from online map
Ethiopia,Addis Ababa,Bole Hospital 7,Hospital,Govt.,8.990300000000000,38.797800000000000,Digitized from online map
Ethiopia,Addis Ababa,Bole Hospital 8,Hospital,Govt.,8.991000000000000,38.816200000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 1,Clinic,MoH,9.043300000000000,38.731699999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 10,Clinic,MoH,9.049799999999990,38.737699999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 11,Clinic,MoH,9.053800000000000,38.739300000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 12,Clinic,MoH,9.056400000000000,38.743099999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 13,Clinic,MoH,9.059500000000000,38.746800000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 14,Clinic,MoH,9.061199999999990,38.751100000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 15,Clinic,MoH,9.058199999999990,38.754500000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 16,Clinic,MoH,9.058700000000000,38.754100000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 17,Clinic,MoH,9.066400000000000,38.762599999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 18,Clinic,MoH,9.059900000000000,38.764400000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 19,Clinic,MoH,9.056600000000000,38.763199999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 2,Clinic,MoH,9.044200000000000,38.763700000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 20,Clinic,MoH,9.053800000000000,38.762200000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 21,Clinic,MoH,9.046200000000000,38.760599999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 22,Clinic,MoH,9.045900000000000,38.764800000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 23,Clinic,MoH,9.048200000000000,38.724200000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 3,Clinic,MoH,9.063200000000000,38.721699999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 4,Clinic,MoH,9.056200000000000,38.721899999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 5,Clinic,MoH,9.053699999999990,38.720399999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 6,Clinic,MoH,9.048600000000000,38.724299999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 7,Clinic,MoH,9.049899999999990,38.722900000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 8,Clinic,MoH,9.050300000000000,38.722700000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Clinic 9,Clinic,MoH,9.062300000000000,38.736800000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Health Centre 1,Health Centre,MoH,9.068899999999990,38.739100000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Health Centre 2,Health Centre,MoH,9.050300000000000,38.731800000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Health Centre 3,Health Centre,MoH,9.053100000000000,38.753700000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Health Centre 4,Health Centre,MoH,9.051200000000000,38.760599999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Health Centre 5,Health Centre,MoH,9.046900000000000,38.770099999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Health Post 1,Health Post,MoH,9.059699999999990,38.721899999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Health Post 2,Health Post,MoH,9.055600000000000,38.729500000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Health Post 3,Health Post,MoH,9.055800000000000,38.736699999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Health Post 4,Health Post,MoH,9.051600000000000,38.736899999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Health Post 5,Health Post,MoH,9.051000000000000,38.746000000000000,Digitized from online map
Ethiopia,Addis Ababa,Gulele Hospital 1,Hospital,Govt.,9.044600000000000,38.730899999999900,Digitized from online map
Ethiopia,Addis Ababa,Gulele Hospital 2,Hospital,Govt.,9.071199999999990,38.760399999999900,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 1,Clinic,MoH,9.010800000000000,38.759599999999900,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 10,Clinic,MoH,8.997600000000000,38.756399999999900,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 11,Clinic,MoH,9.006800000000000,38.755699999999900,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 12,Clinic,MoH,9.006300000000000,38.758000000000000,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 13,Clinic,MoH,9.006500000000000,38.761699999999900,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 14,Clinic,MoH,9.001600000000000,38.761699999999900,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 15,Clinic,MoH,8.995600000000000,38.762000000000000,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 16,Clinic,MoH,8.996300000000000,38.769900000000000,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 17,Clinic,MoH,8.998500000000000,38.771200000000000,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 18,Clinic,MoH,9.000000000000000,38.770699999999900,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 19,Clinic,MoH,8.994600000000000,38.749899999999900,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 2,Clinic,MoH,9.011100000000000,38.759300000000000,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 20,Clinic,MoH,8.998600000000000,38.745199999999900,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 21,Clinic,MoH,8.999700000000000,38.744999999999900,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 22,Clinic,MoH,8.992400000000000,38.749600000000000,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 23,Clinic,MoH,8.993100000000000,38.748300000000000,Digitized from online map
Ethiopia,Addis Ababa,Kirkos Clinic 24,Clinic,MoH,8.990100000000000,38.752299999999900,Digitized from online map
