GHO (CODE),GHO (DISPLAY),YEAR (CODE),REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),Numeric,Low,High
MALARIA_SUSPECTS,Number of suspected malaria cases,2021,AFR,Africa,ETH,Ethiopia,6716458.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2001,AFR,Africa,ETH,Ethiopia,3014879.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2008,AFR,Africa,ETH,Ethiopia,3060407.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2012,AFR,Africa,ETH,Ethiopia,5962646.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2002,AFR,Africa,ETH,Ethiopia,3617056.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2020,AFR,Africa,ETH,Ethiopia,7509602.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2005,AFR,Africa,ETH,Ethiopia,4727209.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2015,AFR,Africa,ETH,Ethiopia,5987580.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2013,AFR,Africa,ETH,Ethiopia,9243894.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2019,AFR,Africa,ETH,Ethiopia,6708222.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2007,AFR,Africa,ETH,Ethiopia,2844963.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2017,AFR,Africa,ETH,Ethiopia,6471958.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2003,AFR,Africa,ETH,Ethiopia,4129225.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2006,AFR,Africa,ETH,Ethiopia,3375994.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2016,AFR,Africa,ETH,Ethiopia,6611801.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2014,AFR,Africa,ETH,Ethiopia,7457765.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2009,AFR,Africa,ETH,Ethiopia,4786417.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2004,AFR,Africa,ETH,Ethiopia,5904132.00000,,
MALARIA_SUSPECTS,Number of suspected malaria cases,2018,AFR,Africa,ETH,Ethiopia,5913799.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2018,AFR,Africa,ETH,Ethiopia,1206891.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2004,AFR,Africa,ETH,Ethiopia,5170614.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2009,AFR,Africa,ETH,Ethiopia,3494619.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2014,AFR,Africa,ETH,Ethiopia,2513863.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2016,AFR,Africa,ETH,Ethiopia,1962996.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2006,AFR,Africa,ETH,Ethiopia,3038565.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2003,AFR,Africa,ETH,Ethiopia,3582097.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2007,AFR,Africa,ETH,Ethiopia,2557152.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2017,AFR,Africa,ETH,Ethiopia,1755748.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2019,AFR,Africa,ETH,Ethiopia,1015792.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2013,AFR,Africa,ETH,Ethiopia,3316013.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2015,AFR,Africa,ETH,Ethiopia,2174707.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2005,AFR,Africa,ETH,Ethiopia,3901957.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2020,AFR,Africa,ETH,Ethiopia,1848231.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2002,AFR,Africa,ETH,Ethiopia,2929684.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2012,AFR,Africa,ETH,Ethiopia,3876745.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2008,AFR,Africa,ETH,Ethiopia,2532645.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2001,AFR,Africa,ETH,Ethiopia,2555314.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2021,AFR,Africa,ETH,Ethiopia,1487758.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2011,AFR,Africa,ETH,Ethiopia,3549613.00000,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2010,AFR,Africa,ETH,Ethiopia,4107396.00000,,

