"Date","Price","Open","High","Low","Vol.","Change %"
"08/25/2020","35.9556","36.0197","36.0797","35.9838","1.35K","0.13%"
"08/24/2020","35.9079","35.9890","36.0538","35.9532","0.57K","0.17%"
"08/21/2020","35.8465","35.9696","36.0145","35.9532","0.70K","0.11%"
"08/20/2020","35.8076","35.9202","36.0067","35.9034","0.54K","0.12%"
"08/19/2020","35.7646","35.9188","35.9649","35.8475","0.51K","0.46%"
"08/18/2020","35.6000","35.8992","35.9260","35.6817","0.38K","-0.19%"
"08/17/2020","35.6669","35.8721","35.9100","35.6504","0.32K","0.15%"
"08/14/2020","35.6127","35.8549","35.8721","35.7735","1.38K","-0.68%"
"08/13/2020","35.8549","35.8298","35.8585","35.5500","1.39K","0.07%"
"08/12/2020","35.8298","35.8130","35.8772","35.5000","1.37K","0.05%"
"08/11/2020","35.8130","35.7892","35.8166","35.4250","1.37K","0.07%"
"08/10/2020","35.7892","35.7892","35.7892","35.3471","0.53K","1.53%"
"08/07/2020","35.2500","35.5850","35.5850","35.3311","0.01K","0.16%"
"08/06/2020","35.1942","35.4941","35.5573","35.3971","0.01K","-0.03%"
"08/05/2020","35.2051","35.2369","35.2546","35.1791","0.01K","0.56%"
"08/04/2020","35.0095","35.2369","35.2369","35.2369","","-0.20%"
"08/03/2020","35.0797","35.2243","35.3642","35.1650","0.01K","-0.18%"
"07/31/2020","35.1413","35.1413","35.1413","35.1413","","0.12%"
"07/30/2020","35.1000","35.2635","35.2914","35.0999","0.01K","0.06%"
"07/29/2020","35.0797","35.2517","35.3118","35.1549","0.01K","-0.06%"
"07/28/2020","35.1000","35.2500","35.2868","35.1387","0.01K","0.20%"
"07/27/2020","35.0298","35.2537","35.2888","35.1649","0.00K","-0.20%"
"07/24/2020","35.1000","35.2000","35.2693","35.0674","0.01K","0.05%"
"07/23/2020","35.0818","35.2186","35.2435","35.0127","0.01K","0.09%"
"07/22/2020","35.0500","35.2329","35.3624","35.0900","0.00K","0.14%"
"07/21/2020","35.0000","34.5200","35.3553","34.5200","0.01K","1.04%"
"07/20/2020","34.6409","35.3500","35.3757","34.5356","0.02K","-0.88%"
"07/17/2020","34.9500","35.3400","35.3621","35.1400","0.01K","-0.80%"
"07/16/2020","35.2326","35.3069","35.3301","35.0900","0.73K","0.32%"
"07/15/2020","35.1189","35.2995","35.3205","35.1500","1.42K","0.04%"
"07/14/2020","35.1041","35.2943","35.3189","35.1500","1.12K","0.03%"
"07/13/2020","35.0936","35.2809","35.3088","35.1700","0.52K","0.08%"
"07/10/2020","35.0669","35.2809","35.2809","35.1500","1.12K","0.00%"
"07/09/2020","35.0669","35.2749","35.2915","35.1000","1.34K","0.03%"
"07/08/2020","35.0550","35.2683","35.2821","35.1325","1.33K","0.04%"
"07/07/2020","35.0417","35.2623","35.2719","35.1460","1.38K","0.03%"
"07/06/2020","35.0298","35.2435","35.2659","35.1032","0.81K","0.04%"
"07/03/2020","35.0158","35.2435","35.2553","35.1009","0.35K","0.91%"
"07/02/2020","34.7000","35.2435","35.2503","34.7700","0.68K","-0.83%"
"07/01/2020","34.9920","35.2106","35.2435","34.8000","1.10K","-0.62%"
"06/30/2020","35.2106","35.2106","35.2177","34.8000","1.40K","0.00%"
"06/29/2020","35.2106","34.1600","35.2177","33.9524","0.56K","2.86%"
"06/26/2020","34.2314","34.3400","34.4400","34.1260","0.02K","0.44%"
"06/25/2020","34.0800","34.3616","34.4636","34.2480","0.01K","-0.39%"
"06/24/2020","34.2126","34.4200","34.4914","34.3323","0.01K","-0.28%"
"06/23/2020","34.3100","34.3245","34.4714","34.2791","0.01K","-0.04%"
"06/22/2020","34.3245","34.3545","34.4914","34.2561","0.02K","0.13%"
"06/19/2020","34.2800","34.4174","34.4622","34.2973","0.01K","-0.08%"
"06/18/2020","34.3063","34.2627","34.4654","34.2484","0.01K","0.13%"
"06/17/2020","34.2627","34.7515","34.7988","34.2134","0.66K","-1.41%"
"06/16/2020","34.7515","34.7381","34.7551","34.4000","1.24K","0.04%"
"06/15/2020","34.7381","34.7243","34.7500","34.4000","0.84K","0.04%"
"06/12/2020","34.7243","34.7089","34.7403","34.4000","1.15K","0.04%"
"06/11/2020","34.7089","34.6986","34.7286","34.3900","0.97K","0.03%"
"06/10/2020","34.6986","34.6857","34.7180","34.3500","1.15K","0.04%"
"06/09/2020","34.6857","34.1800","34.6857","34.1800","0.52K","1.30%"
"06/08/2020","34.2412","34.4500","34.4966","34.1790","0.03K","0.49%"
"06/05/2020","34.0733","34.3600","34.4604","34.2345","0.02K","-0.17%"
"06/04/2020","34.1316","34.2693","34.3638","33.9621","0.02K","-0.05%"
"06/03/2020","34.1500","34.0900","34.3100","34.0440","0.02K","0.35%"
"06/02/2020","34.0318","34.1700","34.2608","34.1161","0.01K","0.09%"
"06/01/2020","34.0000","34.2500","34.2747","34.1510","0.02K","0.20%"
"05/29/2020","33.9320","34.2300","34.2788","34.1068","0.02K","0.00%"
"05/28/2020","33.9320","33.8900","34.2034","33.8613","0.01K","0.00%"
"05/27/2020","33.9320","33.9100","34.1638","33.8358","0.02K","-0.21%"
"05/26/2020","34.0048","33.9600","34.1741","33.8784","0.03K","0.52%"
"05/25/2020","33.8300","33.9900","34.0000","33.9900","0.01K","0.06%"
"05/22/2020","33.8100","34.1912","34.3100","33.9112","0.29K","-0.52%"
"05/21/2020","33.9867","34.1530","34.2054","33.9000","0.47K","0.23%"
"05/20/2020","33.9103","34.2500","34.2773","33.9250","0.24K","0.00%"
"05/19/2020","33.9103","34.1345","34.1530","33.9000","0.46K","-0.66%"
"05/18/2020","34.1345","34.0965","34.1345","33.7300","0.06K","0.95%"
"05/15/2020","33.8130","33.9200","33.9982","33.6590","0.02K","-0.74%"
"05/14/2020","34.0662","34.1400","34.1864","33.7694","0.16K","1.30%"
"05/13/2020","33.6306","34.0000","34.0459","33.5766","0.02K","-1.17%"
"05/12/2020","34.0303","34.0462","34.1657","33.7000","0.36K","-0.05%"
"05/11/2020","34.0462","32.9200","34.0462","32.9200","0.26K","1.72%"
"05/08/2020","33.4700","33.5199","33.7153","32.9200","0.02K","0.06%"
"05/07/2020","33.4494","33.4419","33.6750","33.0243","0.02K","-0.05%"
"05/06/2020","33.4650","33.0600","33.6350","32.9951","0.02K","0.35%"
"05/05/2020","33.3497","33.0600","33.5850","32.9626","0.02K","-0.23%"
"05/04/2020","33.4267","33.0000","33.5600","32.9672","0.02K","0.05%"
"05/01/2020","33.4100","33.0000","33.5600","32.9017","0.02K","0.14%"
"04/30/2020","33.3631","33.2200","33.5784","33.1582","0.02K","-0.11%"
"04/29/2020","33.4000","33.3900","33.5666","33.1626","0.02K","0.21%"
"04/28/2020","33.3300","33.3500","33.5050","33.2050","0.02K","0.00%"
"04/27/2020","33.3300","33.2900","33.4378","33.1976","0.02K","0.59%"
"04/24/2020","33.1336","33.6900","33.7140","33.2400","0.62K","-1.65%"
"04/23/2020","33.6900","33.6738","33.7555","33.2069","0.63K","0.05%"
"04/22/2020","33.6738","32.5200","33.6738","32.4553","0.38K","1.97%"
"04/21/2020","33.0238","32.5900","33.2684","32.5327","0.01K","-0.03%"
"04/20/2020","33.0338","32.5700","33.2617","32.5426","0.01K","0.20%"
"04/17/2020","32.9669","32.6400","33.2600","32.5498","0.02K","-0.01%"
"04/16/2020","32.9707","33.1123","33.2759","32.5723","0.02K","-0.51%"
"04/15/2020","33.1385","33.2000","33.2618","32.7000","0.02K","-0.28%"
"04/14/2020","33.2322","32.8300","33.2769","32.8100","0.01K","0.38%"
"04/13/2020","33.1065","32.8100","33.2262","32.7400","0.01K","-0.13%"
"04/10/2020","33.1500","33.1500","33.1500","33.1500","","0.61%"
"04/09/2020","32.9500","33.0100","33.1550","32.9608","0.01K","-0.21%"
"04/08/2020","33.0207","32.6300","33.0751","32.5914","0.01K","0.95%"
"04/07/2020","32.7089","32.6000","32.7575","32.5291","0.01K","-0.25%"
"04/06/2020","32.7901","33.0500","33.0500","32.4916","0.01K","-0.79%"
"04/03/2020","33.0500","32.6200","33.0500","32.6200","0.01K","0.27%"
"04/02/2020","32.9598","33.1411","33.3134","32.8751","0.32K","-0.55%"
"04/01/2020","33.1411","33.1253","33.1445","32.8730","0.87K","0.05%"
"03/31/2020","33.1253","33.1095","33.1510","32.8000","1.26K","0.05%"
"03/30/2020","33.1095","33.0950","33.1095","32.8350","0.85K","0.04%"
"03/27/2020","33.0950","33.0950","33.0950","32.8500","0.23K","1.09%"
"03/26/2020","32.7383","32.6750","32.8366","32.6012","0.01K","0.88%"
"03/25/2020","32.4524","32.7200","32.7616","32.5330","0.01K","-0.27%"
"03/24/2020","32.5395","32.5900","32.6500","32.5029","0.01K","-0.27%"
"03/23/2020","32.6279","32.9674","32.9742","32.5276","0.01K","0.39%"
"03/20/2020","32.5000","32.6000","32.9674","32.5304","0.01K","-0.18%"
"03/19/2020","32.5600","33.0000","33.0084","32.5600","0.00K","-0.47%"
"03/18/2020","32.7132","32.7100","32.8457","32.5975","0.01K","0.66%"
"03/17/2020","32.5000","32.8200","32.8299","32.4339","0.01K","0.31%"
"03/16/2020","32.3999","32.7751","32.8073","32.3123","0.01K","0.00%"
"03/13/2020","32.4000","32.7900","32.8097","32.3500","0.01K","0.06%"
"03/12/2020","32.3814","32.6724","32.6878","32.3667","0.42K","-0.89%"
"03/11/2020","32.6724","32.6636","32.7070","32.3900","1.29K","0.03%"
"03/10/2020","32.6636","32.6547","32.6735","32.3493","1.38K","0.03%"
"03/09/2020","32.6547","32.6431","32.6646","32.3905","0.79K","0.04%"
"03/06/2020","32.6431","32.6254","32.6530","32.3638","1.26K","0.05%"
"03/05/2020","32.6254","32.6254","32.6254","32.4000","1.08K","0.00%"
"03/04/2020","32.6254","32.6198","32.6254","32.3500","0.99K","0.02%"
"03/03/2020","32.6198","32.6026","32.6231","32.4000","1.28K","0.05%"
"03/02/2020","32.6026","32.0300","32.6059","32.0300","0.66K","1.25%"
"02/28/2020","32.2000","32.5973","32.6026","32.2180","0.27K","-1.22%"
"02/27/2020","32.5973","32.5919","32.5973","32.3100","0.63K","0.02%"
"02/26/2020","32.5919","32.5866","32.5951","32.0300","1.15K","0.02%"
"02/25/2020","32.5866","32.5816","32.5866","32.3000","1.28K","0.02%"
"02/24/2020","32.5816","32.0300","32.5816","31.7900","0.47K","1.39%"
"02/21/2020","32.1343","32.0300","32.1343","31.5774","0.01K","0.22%"
"02/20/2020","32.0625","32.0300","32.2061","31.7631","0.01K","-0.13%"
"02/19/2020","32.1041","32.0300","32.2163","31.9795","0.01K","0.44%"
"02/18/2020","31.9638","32.0300","32.2663","31.8514","0.02K","-0.42%"
"02/17/2020","32.1000","32.0300","32.2100","31.9300","0.01K","0.71%"
"02/14/2020","31.8741","32.0300","32.1732","31.8824","0.01K","0.06%"
"02/13/2020","31.8542","32.0300","32.1700","31.9126","0.01K","-0.41%"
"02/12/2020","31.9853","32.0300","32.1218","31.9132","0.01K","-0.03%"
"02/11/2020","31.9939","32.0300","32.2150","31.9384","0.02K","0.28%"
"02/10/2020","31.9059","32.0300","32.1980","31.8671","0.02K","-0.49%"
"02/07/2020","32.0629","32.0300","32.2033","31.8644","0.01K","0.10%"
"02/06/2020","32.0298","32.0300","32.1539","31.9405","0.01K","-0.30%"
"02/05/2020","32.1254","32.0300","32.1860","31.9342","0.01K","0.36%"
"02/04/2020","32.0100","31.6700","32.2100","31.6028","0.01K","1.13%"
"02/03/2020","31.6528","32.0300","32.1236","31.5657","0.01K","-0.74%"
"01/31/2020","31.8900","32.0300","32.2200","31.7027","0.02K","-0.68%"
"01/30/2020","32.1087","32.0300","32.1418","31.7304","0.01K","0.00%"
"01/29/2020","32.1087","32.0300","32.2015","31.7925","0.02K","-0.09%"
"01/28/2020","32.1386","32.0300","32.2115","31.8125","0.01K","0.10%"
"01/27/2020","32.1054","32.0300","32.1683","31.7713","0.01K","-0.14%"
"01/24/2020","32.1500","31.9655","32.1865","31.7722","0.02K","1.07%"
"01/23/2020","31.8100","32.0300","32.1236","31.6772","0.02K","-0.72%"
"01/22/2020","32.0400","32.0300","32.1198","31.9221","0.01K","0.50%"
"01/21/2020","31.8800","32.0300","32.0400","32.0300","0.00K","-0.50%"
"01/20/2020","32.0400","32.0300","32.1200","31.9647","0.01K","0.60%"
"01/17/2020","31.8500","32.0300","32.1700","32.0100","0.00K","-0.59%"
"01/16/2020","32.0400","32.0300","32.1481","31.9581","0.01K","0.03%"
"01/15/2020","32.0300","32.0300","32.1460","31.9000","0.01K","0.15%"
"01/14/2020","31.9815","32.0300","32.0965","31.7873","0.01K","-0.21%"
"01/13/2020","32.0500","32.0300","32.1000","31.9500","0.01K","-0.53%"
"01/10/2020","32.2200","32.0300","32.2200","31.9009","0.01K","0.12%"
"01/09/2020","32.1800","32.0300","32.1800","31.9140","0.01K","0.73%"
"01/08/2020","31.9475","32.0179","32.1200","31.8972","0.01K","-0.79%"
"01/07/2020","32.2028","32.0179","32.2508","31.9233","0.01K","1.20%"
"01/06/2020","31.8200","32.0050","32.0750","31.7798","0.01K","-0.66%"
"01/03/2020","32.0300","31.9921","32.1389","31.7798","0.01K","-0.22%"
"01/02/2020","32.1000","31.9775","32.1000","31.7798","0.01K","0.89%"
"01/01/2020","31.8184","31.9775","31.9775","31.9775","","-0.07%"
"12/31/2019","31.8400","31.9491","32.0000","31.9100","0.01K","0.00%"
"12/30/2019","31.8400","31.9354","32.0800","31.9354","0.01K","-0.19%"
"12/27/2019","31.9000","31.9194","32.0600","31.7400","0.01K","-0.16%"
"12/26/2019","31.9500","31.8996","31.9899","31.7311","0.01K","0.66%"
"12/25/2019","31.7409","31.8770","31.8996","31.8770","","-0.65%"
"12/24/2019","31.9500","31.8533","31.9700","31.7230","0.01K","0.13%"
"12/23/2019","31.9088","31.8290","31.9714","31.7169","0.02K","0.34%"
"12/20/2019","31.8000","31.8048","31.8885","31.6639","0.01K","0.00%"
"12/19/2019","31.8000","31.7623","31.8733","31.6506","0.01K","0.13%"
"12/18/2019","31.7591","31.7062","31.8286","31.5669","0.30K","0.52%"
"12/17/2019","31.5943","31.6933","31.7696","31.6115","0.63K","0.08%"
"12/16/2019","31.5684","31.6980","31.8960","31.6091","0.23K","0.09%"
"12/13/2019","31.5403","31.6635","31.8361","31.6162","0.91K","0.10%"
"12/12/2019","31.5088","31.6320","31.8026","31.5060","1.22K","0.20%"
"12/11/2019","31.4459","31.5819","31.6416","31.4554","1.20K","-0.43%"
"12/10/2019","31.5819","31.4774","31.5914","31.3458","1.22K","0.33%"
"12/09/2019","31.4774","31.2924","31.5303","31.2924","0.28K","0.00%"
"12/06/2019","31.4774","31.0837","31.4774","31.0837","0.34K","2.97%"
"12/05/2019","30.5700","30.7000","30.7600","30.4400","0.00K","-0.31%"
"12/04/2019","30.6648","30.8796","30.8796","30.5928","0.01K","-0.28%"
"12/03/2019","30.7500","30.7630","30.8796","30.5528","0.55K","0.08%"
"12/02/2019","30.7259","30.7689","30.9130","30.5750","0.82K","0.36%"
"11/29/2019","30.6158","30.5590","30.7689","30.5089","0.92K","0.32%"
"11/28/2019","30.5180","30.4240","30.6199","30.3724","1.22K","0.33%"
"11/27/2019","30.4177","30.3722","30.6887","30.3722","0.97K","0.34%"
"11/26/2019","30.3140","30.3226","30.6323","30.2722","1.22K","0.33%"
"11/25/2019","30.2149","30.2722","30.5093","30.0500","0.81K","0.31%"
"11/22/2019","30.1216","30.2279","30.3124","29.9651","0.89K","0.32%"
"11/21/2019","30.0255","30.1815","30.2279","30.0823","1.41K","-0.52%"
"11/20/2019","30.1815","30.1338","30.1845","29.9864","1.51K","0.16%"
"11/19/2019","30.1338","30.0847","30.1368","29.8878","1.42K","0.16%"
"11/18/2019","30.0847","29.6441","30.0847","29.3200","0.76K","2.44%"
"11/15/2019","29.3670","29.6441","29.6441","29.3204","0.01K","-0.33%"
"11/14/2019","29.4640","29.6293","29.6441","29.4090","0.01K","-0.52%"
"11/13/2019","29.6168","29.6293","29.6999","29.5398","0.01K","0.15%"
"11/12/2019","29.5716","29.6293","29.6667","29.5208","0.01K","-0.60%"
"11/11/2019","29.7500","29.6218","29.9100","29.6000","0.01K","0.13%"
"11/08/2019","29.7100","29.6071","29.9300","29.5249","0.01K","-0.13%"
"11/07/2019","29.7500","29.6071","29.9350","29.5786","0.01K","-0.50%"
"11/06/2019","29.9000","29.5996","29.9150","29.5198","0.01K","0.90%"
"11/05/2019","29.6322","29.5921","29.7526","29.5142","0.01K","0.28%"
"11/04/2019","29.5500","29.5849","29.7000","29.5700","0.01K","-0.36%"
"11/01/2019","29.6555","29.5774","29.7035","29.5208","0.01K","-0.15%"
"10/31/2019","29.7000","29.5706","29.7733","29.3400","0.01K","-0.21%"
"10/30/2019","29.7636","29.5639","29.8079","29.4800","0.01K","-0.25%"
"10/29/2019","29.8396","29.5569","29.8840","29.5009","0.01K","0.13%"
"10/28/2019","29.8000","29.5503","29.8386","29.5046","0.01K","0.09%"
"10/25/2019","29.7744","29.5366","29.8631","29.4298","0.01K","0.08%"
"10/24/2019","29.7500","29.7500","29.7700","29.3461","0.01K","0.00%"
"10/23/2019","29.7500","29.5298","29.7500","29.4403","0.01K","0.92%"
"10/22/2019","29.4800","29.5231","29.7000","29.4824","0.00K","0.47%"
"10/21/2019","29.3412","29.5095","29.5324","29.2568","0.01K","-0.61%"
"10/18/2019","29.5200","29.5095","29.7350","29.4202","0.01K","-0.75%"
"10/17/2019","29.7419","29.5027","29.7861","29.2862","0.01K","0.89%"
"10/16/2019","29.4800","29.4892","29.6500","29.4489","0.01K","-0.16%"
"10/15/2019","29.5280","29.4892","29.6260","29.3860","0.01K","0.63%"
"10/14/2019","29.3425","29.4755","29.4892","29.4755","","-0.74%"
"10/11/2019","29.5600","29.4755","29.5655","29.2948","0.01K","0.31%"
"10/10/2019","29.4682","29.4755","29.6090","29.3783","0.01K","-0.17%"
"10/09/2019","29.5181","29.5600","29.6300","29.4722","0.01K","-0.14%"
"10/08/2019","29.5600","29.6000","29.6400","29.5021","0.01K","0.00%"
"10/07/2019","29.5590","29.4418","29.6780","29.3564","0.01K","-0.21%"
"10/04/2019","29.6200","29.4418","29.6950","29.3979","0.01K","0.07%"
"10/03/2019","29.6000","29.3300","29.6750","29.2900","0.02K","0.80%"
"10/02/2019","29.3649","29.1900","29.7100","29.1450","0.03K","-0.63%"
"10/01/2019","29.5500","29.4900","29.6350","29.1500","0.02K","0.75%"
"09/30/2019","29.3300","29.4091","29.5500","29.4091","0.01K","-0.74%"
"09/27/2019","29.5500","29.4091","29.6500","29.3777","0.01K","0.02%"
"09/26/2019","29.5450","29.4029","29.6200","29.3557","0.01K","-0.02%"
"09/25/2019","29.5500","29.4552","29.5850","29.3307","0.01K","0.33%"
"09/24/2019","29.4522","29.3905","29.5120","29.3307","0.01K","0.02%"
"09/23/2019","29.4461","29.3844","29.5189","29.3276","0.01K","0.08%"
"09/20/2019","29.4229","29.3783","29.5007","29.3192","0.02K","-0.43%"
"09/19/2019","29.5500","29.3659","29.5900","29.3272","0.01K","0.03%"
"09/18/2019","29.5425","29.3659","29.5865","29.3659","0.01K","-0.02%"
"09/17/2019","29.5476","29.4600","29.5916","29.3579","0.01K","0.93%"
"09/16/2019","29.2761","29.3413","29.4136","29.1444","0.02K","-0.55%"
"09/13/2019","29.4394","29.3413","29.4909","29.2862","0.00K","1.38%"
"09/12/2019","29.0400","29.3413","29.3413","29.1900","0.00K","-1.42%"
"09/11/2019","29.4585","29.3413","29.5462","29.2873","0.01K","0.05%"
"09/10/2019","29.4440","29.3288","29.4878","29.2936","0.01K","1.08%"
"09/09/2019","29.1300","29.3288","29.4529","29.1100","0.01K","-0.68%"
"09/06/2019","29.3300","29.3228","29.4800","29.3228","0.01K","-0.17%"
"09/05/2019","29.3812","29.3165","29.5930","29.2509","0.02K","-0.71%"
"09/04/2019","29.5900","29.3104","29.5900","29.2479","0.01K","0.05%"
"09/03/2019","29.5750","29.3043","29.6200","29.2257","0.01K","1.98%"
"09/02/2019","29.0000","29.2981","29.3043","29.1500","0.00K","-0.52%"
"08/30/2019","29.1524","29.2925","29.2981","29.2892","0.00K","-1.26%"
"08/29/2019","29.5250","29.2870","29.6450","29.1262","0.01K","0.43%"
"08/28/2019","29.4000","29.2815","29.5500","29.2815","0.01K","1.03%"
"08/27/2019","29.1000","29.2591","29.2829","29.0000","0.01K","0.87%"
"08/26/2019","28.8500","29.2591","29.2591","29.0000","0.00K","-1.36%"
"08/23/2019","29.2473","29.2591","29.2978","29.1122","0.00K","0.00%"
"08/22/2019","29.2473","29.2591","29.3009","29.1122","0.01K","0.00%"
"08/21/2019","29.2473","29.2481","29.2978","29.1066","0.01K","0.00%"
"08/20/2019","29.2473","29.2481","29.2922","29.2031","0.00K","-0.12%"
"08/19/2019","29.2824","29.2369","29.3478","29.0848","0.02K","0.33%"
"08/16/2019","29.1857","29.2369","29.3122","29.0998","0.02K","0.04%"
"08/15/2019","29.1738","29.2313","29.2985","29.1094","0.01K","-0.01%"
"08/14/2019","29.1779","29.2259","29.2876","29.0948","0.01K","0.14%"
"08/13/2019","29.1377","29.2202","29.2813","29.0671","0.01K","-0.14%"
"08/12/2019","29.1791","29.2148","29.3030","29.0960","0.02K","0.66%"
"08/09/2019","28.9883","28.9917","29.0448","28.9658","0.01K","-0.04%"
"08/08/2019","29.0007","29.0300","29.0329","28.9978","","0.47%"
"08/07/2019","28.8645","28.8554","28.9520","28.7635","0.02K","-0.73%"
"08/06/2019","29.0769","28.8554","29.1201","28.7726","0.01K","0.09%"
"08/05/2019","29.0500","28.8554","29.1500","28.8004","0.01K","0.01%"
"08/02/2019","29.0477","29.0500","29.1050","28.7239","0.01K","-0.04%"
"08/01/2019","29.0593","28.8554","29.1459","28.8554","0.01K","0.00%"
"07/31/2019","29.0598","28.8554","29.1031","28.7516","0.01K","-0.03%"
"07/30/2019","29.0685","28.8554","29.1261","28.7650","0.01K","-0.02%"
"07/29/2019","29.0743","28.8554","29.1609","28.8554","0.01K","0.08%"
"07/26/2019","29.0500","28.9800","29.1000","28.7696","0.01K","0.31%"
"07/25/2019","28.9599","28.8554","29.0089","28.7880","0.01K","-0.05%"
"07/24/2019","28.9750","29.0150","29.0350","28.8245","0.01K","0.47%"
"07/23/2019","28.8400","28.8554","29.0879","28.6268","0.01K","-0.57%"
"07/22/2019","29.0050","28.8554","29.0300","28.7267","0.01K","0.09%"
"07/19/2019","28.9799","28.8554","29.0500","28.6273","0.01K","-0.16%"
"07/18/2019","29.0271","28.8554","29.0515","28.8058","0.01K","0.12%"
"07/17/2019","28.9930","28.8554","29.0210","28.8137","0.01K","0.98%"
"07/16/2019","28.7119","28.8554","29.0279","28.8258","0.01K","-0.96%"
"07/15/2019","28.9900","28.8554","29.1900","28.6800","0.01K","-0.21%"
"07/12/2019","29.0500","28.8554","29.1050","28.7100","0.01K","0.00%"
"07/11/2019","29.0500","28.8554","29.1300","28.8400","0.01K","-0.10%"
"07/10/2019","29.0800","28.8554","29.1250","28.8213","0.01K","0.10%"
"07/09/2019","29.0500","28.8554","29.0600","28.8251","0.01K","-0.31%"
"07/08/2019","29.1415","28.8554","29.1992","28.8165","0.01K","0.56%"
"07/05/2019","28.9800","28.8554","29.1300","28.8554","0.00K","0.80%"
"07/04/2019","28.7500","28.8554","28.8900","28.8554","","-1.07%"
"07/03/2019","29.0600","29.1600","29.1850","28.8450","0.01K","-0.10%"
"07/02/2019","29.0891","28.8554","29.2179","28.8495","0.01K","-0.09%"
"07/01/2019","29.1140","28.8554","29.1500","28.8495","0.02K","0.22%"
"06/28/2019","29.0500","28.8554","29.1500","28.8295","0.01K","0.07%"
"06/27/2019","29.0300","28.8554","29.1150","28.8495","0.01K","-0.10%"
"06/26/2019","29.0599","28.8554","29.1343","28.7880","0.01K","1.43%"
"06/25/2019","28.6488","28.8554","28.8554","28.5688","0.01K","-1.28%"
"06/24/2019","29.0208","28.8554","29.1000","28.6073","0.02K","-0.10%"
"06/21/2019","29.0500","28.8554","29.1350","28.7657","0.01K","0.00%"
"06/20/2019","29.0500","28.8554","29.1350","28.7514","0.01K","0.00%"
"06/19/2019","29.0500","28.8554","29.1574","28.8451","0.01K","-0.10%"
"06/18/2019","29.0800","28.8554","29.1747","28.8554","0.01K","1.28%"
"06/17/2019","28.7119","28.8554","29.1300","28.8554","0.01K","-1.74%"
"06/14/2019","29.2190","28.8554","29.2480","28.8552","0.01K","0.20%"
"06/13/2019","29.1621","28.8554","29.2345","28.8386","0.01K","0.63%"
"06/12/2019","28.9800","29.1691","29.2430","28.8554","0.01K","-0.69%"
"06/11/2019","29.1820","28.8554","29.1964","28.8113","0.01K","1.65%"
"06/10/2019","28.7096","28.8554","28.8554","28.6642","0.01K","-0.01%"
"06/07/2019","28.7119","28.8554","29.1779","28.7927","0.01K","-1.33%"
"06/06/2019","29.1000","29.0972","29.2295","28.8356","0.02K","0.01%"
"06/05/2019","29.0957","28.8554","29.1657","28.8258","0.01K","-0.20%"
"06/04/2019","29.1531","28.8554","29.1975","28.8258","0.01K","0.01%"
"06/03/2019","29.1495","28.8554","29.1639","28.8213","0.01K","-0.08%"
"05/31/2019","29.1720","28.9109","29.1864","28.7514","0.01K","0.22%"
"05/30/2019","29.1071","29.0550","29.1937","28.8433","0.02K","0.20%"
"05/29/2019","29.0500","28.9500","29.0850","28.8229","0.01K","1.39%"
"05/28/2019","28.6526","28.8902","29.0750","28.8210","0.01K","0.46%"
"05/27/2019","28.5200","28.8902","28.8902","28.6600","0.00K","-0.67%"
"05/24/2019","28.7119","28.8554","29.2027","28.8213","0.01K","-1.47%"
"05/23/2019","29.1415","28.8554","29.1703","28.8258","0.01K","1.25%"
"05/22/2019","28.7824","28.8554","29.0250","28.8007","0.02K","-0.99%"
"05/21/2019","29.0702","28.8554","29.1278","28.6758","0.01K","-0.10%"
"05/20/2019","29.0991","28.8554","29.1279","28.6914","0.01K","-0.13%"
"05/17/2019","29.1371","28.8484","29.1514","28.8069","0.01K","0.47%"
"05/16/2019","29.0000","28.8416","29.1208","28.6857","0.01K","-0.22%"
"05/15/2019","29.0647","28.8347","29.1079","28.6658","0.02K","0.29%"
"05/14/2019","28.9800","28.8139","29.0714","28.7776","0.01K","1.64%"
"05/13/2019","28.5121","28.8139","28.8139","28.4648","0.01K","-1.50%"
"05/10/2019","28.9450","28.8001","29.0294","28.6458","0.02K","0.02%"
"05/09/2019","28.9400","28.8001","29.0364","28.7624","0.01K","-0.03%"
"05/08/2019","28.9500","28.7931","29.0550","28.7682","0.01K","0.00%"
"05/07/2019","28.9500","28.7863","29.0429","28.7550","0.01K","0.17%"
"05/06/2019","28.9000","28.7863","29.0400","28.5500","0.01K","0.90%"
"05/03/2019","28.6431","28.7724","29.0579","28.7614","0.01K","-1.09%"
"05/02/2019","28.9592","28.7587","28.9879","28.7357","0.01K","0.01%"
"05/01/2019","28.9571","28.7587","28.9715","28.7301","0.01K","-0.04%"
"04/30/2019","28.9692","28.6310","29.0723","28.6310","0.01K","1.86%"
"04/29/2019","28.4400","28.7587","28.7587","28.5800","","-1.66%"
"04/26/2019","28.9200","28.7587","29.0865","28.7301","0.01K","-0.35%"
"04/25/2019","29.0224","28.7242","29.0511","28.6914","0.01K","0.32%"
"04/24/2019","28.9300","28.9630","29.0261","28.6999","0.01K","-0.14%"
"04/23/2019","28.9711","28.7242","28.9855","28.6857","0.01K","-0.01%"
"04/22/2019","28.9742","28.7242","29.0029","28.6957","0.01K","0.26%"
"04/19/2019","28.9000","28.7242","28.9250","28.6835","0.01K","0.17%"
"04/18/2019","28.8500","28.7035","28.9850","28.6731","0.01K","0.31%"
"04/17/2019","28.7600","28.7035","28.9100","28.7035","0.00K","-0.74%"
